,user_id,follow_count,fans_count,gender,location,level,regis_year,regis_month,regis_day,properties,mileage,car_like,excellent_post_count,all_post_count,label
0,oden123,0,0,2,1,1,2018,3,3,1,4430.0,1,0,0,True
1,生活1934626,2,4,2,2,1,2012,5,5,1,4270.0,2,0,0,True
2,wangzi1125,0,1,2,3,1,2017,6,6,1,2090.0,3,0,1,True
3,房产专家谢广财,3,2,2,4,1,2014,2,2,1,1120.0,4,0,0,True
4,南宫晗笑,4,5,2,5,1,2017,7,7,1,740.0,1,0,14,True
5,欧佳数码科技,91,75,2,6,1,2014,3,3,1,2600.0,5,0,23,True
6,阿benjamin,0,4,2,7,1,2017,2,2,1,2780.0,6,0,0,True
7,峰子88520,9,15,2,8,1,2013,10,10,1,1460.0,5,0,9,True
8,Zhou19930228,4,9,2,9,1,2017,10,10,1,3260.0,5,0,4,True
9,九品小草民,0,4,2,10,1,2016,7,7,1,2920.0,1,0,0,True
10,一只小豹子,8,33,2,11,1,2017,12,12,1,5000.0,5,0,1,True
11,买得起的都看不上,0,1,2,12,1,2017,10,10,1,240.0,7,0,1,True
12,胖蜀黍Zzzzz,11,11,2,13,1,2015,9,9,1,3300.0,5,0,7,True
13,女王大人的王子,1,1,2,14,1,2016,5,5,1,4700.0,8,0,0,True
14,黄宗华,1,2,2,7,1,2011,3,3,1,2810.0,5,0,0,True
15,Skytianze,24,31,2,15,2,2013,9,9,1,8570.0,9,1,26,True
16,致命诱惑009,0,2,2,10,1,2013,4,4,1,560.0,10,0,1,True
17,5188888888888,0,1,2,16,1,2016,2,2,1,2060.0,11,0,0,True
18,老夫聊发中年狂,0,1,2,5,1,2017,11,11,1,1810.0,3,0,0,True
19,忆晋,0,5,2,17,1,2016,6,6,1,3470.0,5,0,0,True
20,路人懵懂,1,2,2,18,1,2017,12,12,1,1110.0,12,0,3,True
21,dines123,1,8,2,15,1,2017,11,11,1,820.0,5,0,2,True
22,俞健的俞,2,1,2,19,1,2015,8,8,1,5290.0,13,0,0,True
23,仁川的车库,0,3,2,20,1,2016,1,1,1,2860.0,14,0,2,True
24,福硕光电,0,0,2,21,1,2017,10,10,1,1800.0,15,0,0,True
25,brucebee1984,4,8,2,4,1,2014,2,2,1,670.0,16,0,3,True
26,善良的猴子425,3,3,2,5,2,2017,10,10,1,12520.0,17,0,6,True
27,文桢,3,4,2,22,1,2018,2,2,1,2600.0,1,0,6,True
28,影过留香,46,90,2,23,3,2010,12,12,1,32010.0,5,4,24,True
29,A0平安信贷,2,10,2,7,1,2017,3,3,1,3430.0,5,0,0,True
30,射殇,0,3,2,5,2,2015,10,10,1,13630.0,18,0,0,True
31,w88431811,47,42,2,24,1,2009,12,12,1,4660.0,19,0,41,True
32,panda_kungfu,7,7,2,25,1,2016,3,3,1,5720.0,5,0,5,True
33,MG6_青木,2,17,2,26,1,2014,5,5,1,5920.0,20,1,2,True
34,大家的叶爸爸丨,0,1,2,20,1,2016,5,5,1,1370.0,18,0,0,True
35,小豹子情怀,3,3,2,27,1,2018,1,1,1,7010.0,5,0,2,True
36,371754771,7,13,2,28,1,2013,7,7,1,2120.0,2,0,16,True
37,一坛大酸菜,8,18,2,29,1,2016,12,12,1,6410.0,5,0,8,True
38,小蔡爱车车,2,1,2,30,1,2016,7,7,1,1280.0,21,0,0,True
39,wjzwestlife,25,63,2,31,4,2012,8,8,1,42340.0,5,6,29,True
40,diabeechung,16,24,2,15,1,2011,3,3,1,7290.0,1,1,30,True
41,魔豆农场,21,18,2,32,1,2015,6,6,1,4650.0,22,0,2,True
42,雷灬爷,19,19,2,13,1,2015,6,6,1,4870.0,23,0,14,True
43,33小仙女呀,0,6,1,33,1,2017,4,4,1,1040.0,24,0,0,True
44,气死宝宝1,7,4,2,13,1,2016,10,10,1,3850.0,25,0,0,True
45,胡耀晟Eason,2,3,2,34,1,2017,2,2,1,3680.0,26,0,1,True
46,光头打ㄠ,2,0,2,35,1,2012,11,11,1,1910.0,27,0,0,True
47,ldlwd,0,0,2,36,1,2018,5,5,1,2100.0,23,0,0,True
48,泗水难收,6,9,2,22,1,2018,3,3,1,850.0,28,0,1,True
49,南京zeli,36,44,2,14,1,2011,7,7,1,1960.0,29,0,26,True
50,hugoxie,0,3,2,4,1,2013,12,12,1,4700.0,23,0,3,True
51,光明许,0,13,2,5,1,2018,2,2,2,3130.0,18,0,0,True
52,陈展鸿h,13,23,2,4,2,2017,3,3,1,8150.0,23,0,8,True
53,lhj12956,3,8,2,4,1,2010,7,7,1,3410.0,30,1,11,True
54,sixiangnerv,10,14,2,37,1,2016,1,1,1,3110.0,23,0,9,True
55,小小小丶逸,12,30,2,38,1,2016,1,1,1,5160.0,31,0,4,True
56,瘾好大,0,1,2,39,1,2017,5,5,1,5580.0,17,0,0,True
57,马宁135,1,2,2,40,1,2018,2,2,1,600.0,28,0,1,True
58,梦然888,3,9,2,41,1,2018,1,1,1,270.0,3,0,1,True
59,捞的里,1,6,2,39,1,2017,12,12,1,2480.0,32,0,4,True
60,太平中电,0,0,2,42,1,2018,2,2,1,520.0,33,0,0,True
61,无敌多么寂寞慧慧,3,7,2,5,1,2017,10,10,1,2230.0,3,0,3,True
62,锋狂的,86,94,2,43,1,2017,6,6,1,7770.0,23,0,13,True
63,cyj123456,233,228,2,13,1,2015,8,8,1,6220.0,34,1,36,True
64,大嘴巴广告传媒,0,0,2,44,1,2018,1,1,1,930.0,12,0,0,True
65,Fantastical,5,15,2,12,2,2016,3,3,1,9350.0,35,0,16,True
66,西林的征途,12,13,2,24,1,2017,10,10,1,3810.0,36,0,12,True
67,日系之神,2,3,2,13,1,2014,12,12,1,4080.0,16,0,8,True
68,屁股薇薇,9,20,2,20,1,2018,2,2,1,5330.0,31,0,6,True
69,路虎路虎我要你,3,0,2,45,1,2017,5,5,1,5580.0,3,0,3,True
70,happy_tree001,2,4,2,46,1,2015,8,8,1,3550.0,37,0,0,True
71,去吧皮皮豹,2,1,2,47,1,2018,7,7,1,300.0,38,0,0,True
72,跳起来做海豚,0,1,2,26,1,2017,12,12,1,650.0,18,0,0,True
73,猎头胖达,2,0,2,32,1,2016,1,1,1,5840.0,39,0,0,True
74,海平21g,2,0,2,15,2,2016,11,11,1,8990.0,18,0,1,True
75,纽北最快圈速,0,3,2,48,1,2014,8,8,1,6180.0,40,0,0,True
76,捷豹粉路过,3,10,2,49,1,2016,4,4,1,2050.0,18,0,4,True
77,EdmondChui,15,19,2,15,1,2015,10,10,1,730.0,41,0,8,True
78,酸梅膏,7,18,2,7,1,2016,8,8,1,7070.0,42,0,8,True
79,希希5148,15,16,2,50,1,2015,1,1,1,3260.0,42,0,3,True
80,无方教子,3,8,2,36,1,2014,8,8,1,1200.0,43,0,11,True
81,郑州闹闹,6,10,2,51,1,2014,7,7,2,3430.0,42,0,3,True
82,JIEJIE123321,23,15,2,9,2,2016,2,2,1,10660.0,42,0,9,True
83,Starlifht,15,8,2,5,1,2014,9,9,1,3540.0,42,0,7,True
84,fifishf,23,48,2,9,3,2011,9,9,1,19150.0,42,1,51,True
85,43233255YY,60,71,2,24,1,2014,6,6,1,3500.0,44,0,19,True
86,疯神翼,0,1,2,52,1,2017,6,6,1,800.0,45,0,0,True
87,敏之叔叔,0,2,2,11,1,2014,3,3,1,5670.0,42,0,0,True
88,sdrr,0,2,2,53,1,2017,6,6,1,4580.0,42,0,8,True
89,牛仔MAQ,6,6,2,42,1,2017,3,3,1,690.0,46,0,6,True
90,joy0731,0,0,2,11,1,2017,9,9,1,550.0,15,0,0,True
91,柯公馆,0,4,2,22,1,2015,4,4,1,2070.0,42,0,1,True
92,jq61992938,7,16,2,24,2,2015,10,10,1,11150.0,42,0,3,True
93,danshuiyun,3,7,2,13,1,2014,6,6,1,4280.0,42,0,6,True
94,hx13826072383,10,28,2,4,1,2012,7,7,1,6020.0,42,0,8,True
95,car11234,46,89,2,19,4,2012,4,4,1,53080.0,1,3,31,True
96,迈凯伦专场,0,5,2,47,1,2016,3,3,1,1130.0,31,0,2,True
97,妈妈快跑打不过,29,91,2,20,1,2017,3,3,1,5270.0,42,0,62,True
98,Frank_Xu,5,27,2,13,1,2013,10,10,1,4420.0,47,0,8,True
99,幸福伴随我,0,6,1,3,1,2015,12,12,1,3550.0,48,0,1,True
100,Kim大井不加V,1,5,2,5,1,2015,4,4,1,2110.0,22,0,0,True
101,TheSky一,8,23,2,22,1,2016,3,3,1,5560.0,47,0,4,True
102,龙小橙,9,10,2,39,1,2015,9,9,1,2520.0,49,0,11,True
103,夏日里阳光与微笑,0,0,2,24,1,2017,9,9,1,1270.0,50,0,0,True
104,有追求的男人,8,7,2,20,1,2017,5,5,1,3890.0,42,0,3,True
105,小蹄花啊啊,1,12,2,20,2,2016,1,1,1,11010.0,42,0,0,True
106,BiBiBiLa,2,4,2,54,1,2016,6,6,1,4480.0,51,0,1,True
107,临宇山人,1,1,2,14,1,2017,8,8,1,2970.0,42,0,2,True
108,肥刀妹,18,17,2,20,1,2017,6,6,1,6190.0,42,0,4,True
109,永恒加油永恒,0,0,2,55,1,2017,7,7,1,2550.0,52,0,0,True
110,云端飞虹,9,11,2,46,1,2013,11,11,1,6780.0,42,0,9,True
111,魔术王子童装,0,1,2,56,1,2017,8,8,1,1060.0,53,0,0,True
112,六月黄小天,56,52,2,19,3,2014,11,11,1,30950.0,54,2,5,True
113,smartin12,35,202,2,12,2,2012,7,7,1,17230.0,42,5,25,True
114,Mr_SUPERHERO,51,27,2,26,1,2015,1,1,1,6770.0,42,0,1,True
115,叶卡捷林娜,22,49,2,51,2,2014,2,2,1,10520.0,42,1,6,True
116,Atenza1981,5,4,2,57,1,2010,11,11,1,4370.0,55,0,1,True
117,qxw6655293,26,64,2,58,1,2009,7,7,1,6600.0,42,0,96,True
118,rusz,9,7,2,22,2,2015,9,9,1,8020.0,42,0,1,True
119,Ago66,0,2,2,5,1,2018,2,2,1,3610.0,12,0,0,True
120,xindeche,8,10,2,32,2,2017,5,5,1,10070.0,42,0,7,True
121,代鑫911,0,3,2,7,1,2018,1,1,1,850.0,56,0,1,True
122,小白白哩个白,0,1,2,12,1,2017,5,5,1,1130.0,35,0,9,True
123,梅西FCB,4,7,2,59,2,2015,6,6,1,8490.0,42,0,1,True
124,走你_加勒比,8,2,2,5,1,2018,1,1,1,3920.0,42,0,1,True
125,张阿笨,94,183,2,15,1,2012,4,4,1,5470.0,13,3,179,True
127,远菡,3,8,2,13,1,2016,12,12,1,3290.0,42,0,11,True
128,sharemen,8,6,2,5,2,2014,9,9,1,17100.0,42,0,7,True
129,carlos0220,21,33,2,26,2,2017,10,10,1,12410.0,47,0,7,True
130,Sа_,20,19,2,14,1,2014,6,6,2,4990.0,57,0,8,True
131,残念丶,3,3,2,37,1,2014,3,3,1,6010.0,58,0,1,True
132,张浩川2222,6,11,2,33,2,2016,6,6,1,10600.0,58,0,0,True
133,mhy1920,1,4,2,5,2,2017,10,10,1,14140.0,12,0,5,True
134,1820180884,2,0,2,5,1,2018,5,5,1,260.0,33,0,2,True
135,Shaofu_Wang,13,19,2,60,1,2016,2,2,1,3620.0,58,0,2,True
136,lwcailq,68,64,2,61,2,2013,5,5,2,10610.0,58,2,21,True
137,恩佐法拉利a保罗沃克,30,26,2,62,1,2016,7,7,1,3980.0,59,0,9,True
138,王阿鼻,6,3,1,57,1,2015,7,7,1,750.0,60,0,5,True
139,D调的搬砖工,67,154,2,63,1,2013,7,7,1,7530.0,58,1,6,True
140,瑞安懂车帝,17,21,2,57,1,2016,3,3,1,2600.0,58,0,5,True
141,sanwaei,12,16,2,4,1,2016,11,11,1,2050.0,61,0,10,True
142,Afaso,16,21,2,17,1,2016,8,8,1,3710.0,58,0,2,True
143,开拖拉机赶路,2,3,2,16,1,2014,12,12,1,3850.0,61,0,2,True
144,达斯尼萧亚德,0,4,2,5,1,2016,11,11,1,4350.0,58,0,2,True
145,不愿将就azz,2,15,2,51,3,2016,4,4,1,18470.0,58,0,1,True
146,小阿东93,5,21,2,64,1,2013,12,12,1,3550.0,58,0,35,True
147,笑弄音,1,4,2,13,1,2014,10,10,1,550.0,62,0,0,True
148,捷而不同,21,23,2,16,2,2016,10,10,1,11640.0,63,0,1,True
149,尊途名车养护中心,2,2,2,9,1,2016,6,6,1,1060.0,58,0,0,True
150,时生1,44,62,2,15,2,2014,9,9,1,10500.0,64,1,20,True
151,GENHIK,6,3,2,65,1,2016,8,8,1,2930.0,65,0,0,True
152,匿名2015,105,59,2,66,2,2014,1,1,1,11110.0,66,0,19,True
153,暴打陈嘿嘿,21,23,2,22,1,2016,5,5,1,1600.0,58,0,6,True
154,liaofazhi,15,32,2,20,1,2011,3,3,1,3050.0,22,0,44,True
155,LaurenceQi,33,67,2,9,1,2015,9,9,1,7010.0,58,1,33,True
156,冷眼恋人,1,4,2,32,1,2017,3,3,1,4280.0,58,0,3,True
157,COCO花花姐43E23,0,41,2,15,1,2017,8,8,1,1670.0,67,0,0,True
158,dmxman,24,47,2,4,2,2009,8,8,1,9580.0,68,0,33,True
159,居士不说,8,5,2,62,1,2016,4,4,1,5150.0,58,0,6,True
160,奔驰梦阳,0,0,2,5,1,2017,9,9,1,560.0,69,0,0,True
161,须臾v呗呵呵2188,0,0,2,32,1,2017,11,11,1,260.0,70,0,0,True
162,Vincent_hans,14,14,2,32,1,2016,10,10,1,4960.0,18,0,0,True
163,RickieCo,6,12,2,51,1,2015,12,12,1,2180.0,71,0,5,True
164,朱小伟up,1,1,2,14,1,2017,7,7,1,1460.0,71,0,3,True
165,zhucong1888,29,19,2,67,1,2015,4,4,1,3250.0,4,0,13,True
166,天啦噜西吧,0,6,2,62,1,2017,7,7,1,1060.0,71,0,1,True
167,孙一贺,9,9,2,68,2,2013,6,6,1,8860.0,71,0,12,True
168,刘福川1989,0,11,2,23,1,2017,2,2,1,4250.0,28,0,7,True
169,systena,25,25,2,5,1,2011,10,10,1,5880.0,71,0,19,True
170,走起vs走起,15,26,2,32,3,2013,1,1,1,22660.0,71,1,6,True
171,舌尖上的欲望,4,9,2,9,2,2016,1,1,1,15270.0,71,0,8,True
172,Memory伤,14,9,2,9,1,2015,2,2,1,4750.0,71,0,7,True
173,357569745,12,3,2,23,1,2014,6,6,1,1060.0,19,0,0,True
174,Abcity,17,26,2,56,2,2012,9,9,1,10680.0,71,2,29,True
175,Mayu0910,6,6,2,16,1,2018,7,7,1,1380.0,72,0,1,True
176,yanzhenyu0607,16,10,2,68,1,2013,5,5,1,7550.0,71,0,3,True
177,阿里旺007,0,6,2,69,2,2017,2,2,1,10470.0,71,1,4,True
178,A追梦鲲,3,6,2,4,1,2016,11,11,1,7680.0,73,0,7,True
179,碧雪凡明,35,45,2,20,2,2016,9,9,1,15090.0,71,1,4,True
180,心之绯衣,6,4,2,5,1,2017,7,7,1,3830.0,71,0,7,True
181,xiongxiong8897,4,9,2,53,1,2010,2,2,1,2360.0,61,0,12,True
182,空空6,1,5,2,32,2,2011,10,10,1,14740.0,74,0,0,True
183,奈落骆,5,8,2,4,3,2014,9,9,1,22910.0,71,1,1,True
184,lausanneyl,3,11,2,20,1,2013,1,1,1,7040.0,75,0,24,True
185,东边那个夕阳,19,17,2,70,1,2016,1,1,1,5640.0,71,0,1,True
186,过去未来你依然在,10,8,2,71,1,2016,7,7,1,4230.0,71,0,3,True
187,王老师来喽,7,9,2,14,1,2018,5,5,1,2890.0,28,0,6,True
188,Li123333,3,0,2,51,1,2018,5,5,1,970.0,33,0,0,True
189,老关9527,2,2,2,72,1,2014,4,4,1,1030.0,18,0,0,True
190,岸上有猫,2,5,2,27,1,2012,9,9,1,2820.0,76,0,7,True
191,hackhall,0,3,2,38,1,2015,5,5,1,2050.0,25,0,5,True
192,a_a12026,0,1,1,20,1,2017,6,6,1,2050.0,18,0,0,True
193,捷豹XFL最爱,1,3,2,17,1,2017,10,10,1,190.0,35,0,1,True
194,蓝天白云MT,23,19,2,14,1,2016,8,8,1,3590.0,32,0,18,True
195,当年的森锅,8,20,2,32,1,2014,5,5,1,2860.0,77,0,9,True
196,天堂债,2,4,2,23,1,2017,10,10,1,1900.0,18,0,3,True
197,喊我小刚,8,13,2,11,1,2012,8,8,1,2490.0,78,0,21,True
198,霜霜霜总,0,2,2,73,1,2018,2,2,1,4760.0,1,0,0,True
199,东东darren,39,29,2,74,2,2013,3,3,1,8410.0,5,0,22,True
200,Bibibibibi1995,0,1,2,4,1,2018,4,4,1,610.0,35,0,0,True
201,花雕茯苓猪2013,5,15,2,59,1,2013,10,10,1,4710.0,5,0,32,True
202,wannsen007,0,1,2,75,1,2016,11,11,1,2700.0,18,0,1,True
203,傻洁,5,2,2,12,1,2017,3,3,1,5860.0,79,0,0,True
204,gaidongfeng,1,1,2,76,1,2014,12,12,1,2290.0,11,0,0,True
205,妞的蛋蛋,28,26,2,77,1,2014,3,3,1,3140.0,61,0,3,True
206,zzzzzzzzzz28,2,0,2,24,1,2018,6,6,1,350.0,17,0,0,True
207,402白董,6,4,2,53,1,2017,9,9,1,2260.0,80,0,0,True
208,骨头渣思密达,17,18,2,13,3,2017,12,12,1,23470.0,81,1,3,True
209,GBnike,0,0,2,5,1,2017,11,11,1,2130.0,82,0,0,True
210,郝丶壮壮,4,54,2,5,2,2012,11,11,1,9550.0,83,0,27,True
211,zhuxiaofan523,1,6,2,5,1,2015,3,3,1,3740.0,42,0,2,True
212,专一528,2,0,2,12,1,2018,5,5,1,840.0,35,0,4,True
213,秦炜111,7,3,2,17,1,2015,12,12,1,2420.0,42,0,0,True
214,鼎折覆M恩威,24,18,2,12,2,2012,5,5,1,12210.0,42,0,8,True
215,小白求教啊啊,4,11,2,78,1,2017,9,9,1,7040.0,42,0,5,True
216,时间过来,62,116,2,20,3,2016,12,12,1,21460.0,42,2,25,True
217,疯z520,1,1,2,15,1,2016,10,10,1,3190.0,42,0,0,True
218,liuzhe0918,1,13,2,7,1,2015,4,4,1,4290.0,42,0,1,True
219,有一个考拉滴滴滴,0,26,2,20,1,2016,8,8,1,5450.0,42,0,5,True
220,saucyjack,6,27,2,38,2,2017,6,6,1,10360.0,42,0,8,True
221,毒药J_Karma,14,18,2,61,1,2017,4,4,1,6020.0,84,0,6,True
222,北京锄头,34,38,2,5,2,2015,1,1,1,14870.0,42,1,5,True
223,雅阁200,21,18,2,7,2,2014,6,6,1,11980.0,77,1,4,True
224,hua椒粉,7,6,2,5,1,2016,9,9,1,6860.0,58,0,6,True
225,金属假面,79,154,2,14,2,2009,12,12,3,10720.0,59,7,183,True
227,不狠不毒,20,40,2,32,1,2015,10,10,1,1320.0,58,0,12,True
228,说10话,17,20,2,13,1,2011,12,12,1,1340.0,58,0,18,True
229,金牛宝宝啊,0,4,2,19,1,2016,8,8,1,1670.0,58,1,1,True
230,sxdykx13,1,1,2,33,1,2014,3,3,1,550.0,85,0,1,True
231,coolguy3592,11,19,2,4,1,2015,6,6,1,2680.0,86,0,8,True
232,jy328968198,0,6,2,33,1,2014,11,11,1,1600.0,87,0,0,True
233,yuing814,7,28,2,32,2,2015,5,5,1,10290.0,71,0,14,True
234,DWTseng,0,13,2,79,1,2017,11,11,1,6320.0,5,0,10,True
235,jiyuyou,0,14,2,25,1,2017,12,12,1,5790.0,88,0,2,True
236,WL710,16,46,2,9,2,2017,1,1,1,12300.0,71,1,8,True
237,德罗巴0207,0,0,2,80,1,2018,5,5,1,210.0,89,0,0,True
238,景德镇18079858888,40,67,2,56,1,2017,5,5,1,6490.0,42,0,23,True
239,我来自南京1990,66,194,2,14,3,2016,9,9,4,22250.0,42,2,28,True
240,我本海岛一颗心,4,14,2,69,1,2016,10,10,1,1170.0,42,0,13,True
241,小夸夸,6,10,2,20,1,2011,12,12,1,5580.0,36,0,3,True
242,后山人1983,187,153,2,5,4,2011,8,8,5,45500.0,47,3,30,True
243,老品酒厂,0,4,2,81,1,2016,8,8,1,1230.0,90,0,1,True
244,Reeshark,0,1,2,5,1,2017,9,9,1,2600.0,18,0,3,True
245,week_end1,7,31,2,82,1,2010,11,11,1,7170.0,58,2,23,True
246,Irony_x,4,6,2,13,1,2014,6,6,1,3330.0,5,0,1,True
247,沉淀1979,10,12,2,5,1,2016,5,5,1,2590.0,46,0,1,True
248,King_The_Word,0,5,2,5,1,2017,12,12,1,3170.0,91,1,10,True
249,Acezhuww,1,19,2,4,1,2017,9,9,1,3520.0,5,0,3,True
0,wong19925555,0,0,2,20,1,2018,6,6,1,110.0,92,0,0,False
1,昆虫977,2,0,2,11,1,2018,6,6,1,640.0,12,0,0,False
2,kjiowefioefi,6,7,2,39,1,2016,1,1,1,1110.0,35,0,0,False
3,oden123,0,0,2,1,1,2018,3,3,1,4430.0,1,0,0,False
10,霜霜霜总,0,2,2,73,1,2018,2,2,1,4760.0,1,0,0,False
11,zenghao8888,3,0,2,5,1,2017,8,8,1,1130.0,53,0,1,False
13,奔放有度,0,4,2,20,1,2016,8,8,1,1310.0,93,0,1,False
15,LGG郝霸霸,2,1,2,19,1,2017,6,6,1,1440.0,94,0,0,False
16,todlove,0,5,2,20,1,2014,3,3,1,1590.0,95,0,4,False
17,2017zzw,0,0,2,20,1,2017,8,8,1,1310.0,56,0,0,False
19,ttzhu2018,11,7,2,83,1,2018,3,3,1,1260.0,28,0,3,False
23,最终幻想CC,0,7,2,13,1,2014,8,8,1,3510.0,75,0,9,False
24,李kunlun,12,561,2,13,2,2017,9,9,1,10070.0,15,3,7,False
27,吸烟的龙虾,11,9,2,84,1,2016,10,10,1,2370.0,83,0,14,False
28,李kunlun,12,561,2,13,2,2017,9,9,1,10070.0,15,3,7,False
29,魔豆农场,21,19,2,32,1,2015,6,6,1,4660.0,22,0,2,False
31,欧佳数码科技,91,75,2,6,1,2014,3,3,1,2600.0,5,0,23,False
32,岁月嗷嗷的流逝,15,15,2,26,1,2015,1,1,1,3070.0,2,0,9,False
35,MVP捷豹,3,2,2,6,1,2017,9,9,1,690.0,15,0,0,False
36,DY000,13,9,2,54,1,2015,11,11,1,4000.0,28,0,6,False
37,手指间丶香烟,1,1,2,27,1,2015,12,12,1,550.0,57,0,0,False
38,欧佳数码科技,91,75,2,6,1,2014,3,3,1,2600.0,5,0,23,False
39,世界只因有你2023,0,0,2,13,1,2018,4,4,1,1070.0,96,0,0,False
41,LK南城,2,6,2,28,1,2016,12,12,1,1820.0,5,0,4,False
43,XFL东莞,4,3,2,3,1,2013,7,7,1,2170.0,97,0,2,False
44,没有相中的车,2,2,2,85,1,2016,1,1,1,1070.0,98,0,1,False
45,女王大人的王子,1,1,2,14,1,2016,5,5,1,4700.0,8,0,0,False
46,哈噶玛巴,0,0,2,86,1,2017,11,11,1,1670.0,18,0,0,False
47,龙龙龙龙13141516,7,0,2,68,1,2017,3,3,1,2280.0,3,0,2,False
48,XYKPY,0,0,2,11,1,2016,12,12,1,5820.0,99,0,0,False
49,周妤俐,0,2,2,58,1,2015,9,9,1,630.0,100,0,0,False
50,魔豆农场,21,19,2,32,1,2015,6,6,1,4660.0,22,0,2,False
51,长得有趣就该买豪车,0,0,2,1,1,2017,2,2,1,690.0,5,0,0,False
52,WagerChen,1,0,2,80,1,2016,1,1,1,1530.0,100,0,0,False
53,loserr7,0,0,2,39,1,2018,2,2,1,140.0,1,0,0,False
54,NeptuneSand,8,4,2,64,1,2016,7,7,1,1810.0,101,0,0,False
55,丹麦蓝罐曲奇120i,50,32,2,87,1,2015,10,10,1,1170.0,28,0,7,False
56,Acezhuww,1,19,2,4,1,2017,9,9,1,3520.0,5,0,3,False
58,你是闰土你是猹,6,6,2,32,1,2017,9,9,1,1590.0,57,0,8,False
60,Acezhuww,1,19,2,4,1,2017,9,9,1,3520.0,5,0,3,False
61,港了个港,0,2,2,19,1,2016,10,10,1,1880.0,102,0,3,False
62,小树足,0,0,2,12,1,2018,2,2,1,4320.0,17,0,0,False
63,媳妇比车靓,2,4,2,15,1,2017,6,6,1,3270.0,45,0,0,False
64,Ss自由飞翔ff,2,6,2,81,1,2014,10,10,2,720.0,103,0,2,False
65,Ljiaoo123,1,1,2,39,1,2015,1,1,1,1120.0,104,0,0,False
66,s石ton头e,0,3,2,32,1,2016,7,7,1,4280.0,105,0,0,False
67,哎吖卧槽,0,0,2,88,1,2017,11,11,1,1210.0,33,0,0,False
68,随便取得000,0,0,2,84,1,2017,8,8,1,1050.0,106,0,3,False
69,Jamtoday,0,3,2,15,1,2014,5,5,1,1180.0,107,0,1,False
70,景德镇车,1,2,2,89,1,2017,4,4,1,3660.0,3,0,0,False
71,乡村牧歌,1,2,2,46,1,2010,10,10,1,1660.0,108,0,4,False
72,cc198412245110,1,0,2,27,1,2017,3,3,1,2750.0,3,0,0,False
73,为了奔驰E注册,3,0,2,14,1,2017,12,12,1,1900.0,17,0,3,False
74,全国劳动模范,3,3,2,90,1,2017,9,9,1,1390.0,109,0,1,False
75,郭昌哥,2,0,2,26,1,2017,11,11,1,1850.0,110,0,0,False
76,Siri813,1,0,2,91,1,2017,9,9,1,940.0,56,0,1,False
77,booree,1,1,2,13,1,2013,1,1,1,1710.0,33,0,0,False
78,蓝天白云MT,23,19,2,14,1,2016,8,8,1,3590.0,32,0,18,False
79,周彬同W,0,0,2,11,1,2017,6,6,1,2020.0,1,0,0,False
80,王总小弟,0,0,2,26,1,2017,10,10,1,100.0,110,0,0,False
81,峰子88520,9,15,2,8,1,2013,10,10,1,1460.0,5,0,9,False
82,jcjxsxh2006,11,17,2,38,1,2008,10,10,1,1640.0,111,1,28,False
84,愿执手听风铃,0,0,2,26,1,2017,6,6,1,1010.0,35,0,2,False
85,顶级赛车,14,6,2,37,1,2013,9,9,1,1500.0,14,0,10,False
86,愿执手听风铃,0,0,2,26,1,2017,6,6,1,1010.0,35,0,2,False
87,Jack小白小白,2,2,2,32,1,2015,11,11,1,3610.0,12,0,1,False
88,起名字也费劲,0,1,2,92,1,2017,2,2,1,670.0,11,0,0,False
89,魔豆农场,21,19,2,32,1,2015,6,6,1,4660.0,22,0,2,False
90,llssshun,5,1,2,14,1,2017,9,9,1,550.0,53,0,1,False
91,行运操人,10,36,2,77,1,2016,1,1,1,4310.0,2,0,46,False
92,A乐居房产13399099998,4,3,2,5,1,2016,12,12,1,620.0,99,0,0,False
93,鼎鼎大铭,0,0,2,85,1,2017,7,7,1,1330.0,45,0,3,False
95,骑猴上高速2017,0,0,2,15,1,2017,11,11,1,150.0,5,0,0,False
96,povxuang,2,0,2,7,1,2017,10,10,1,1640.0,5,0,2,False
97,阿benjamin,0,4,2,7,1,2017,2,2,1,2780.0,6,0,0,False
98,高贵的气质,1,2,2,51,1,2016,12,12,1,710.0,85,0,4,False
100,宝艺光学有限公司,0,0,2,5,1,2017,6,6,1,680.0,79,0,0,False
103,幻灭fury,22,20,2,14,1,2016,6,6,1,3580.0,51,0,31,False
105,Zhou19930228,4,9,2,9,1,2017,10,10,1,3260.0,5,0,4,False
106,幻灭fury,22,20,2,14,1,2016,6,6,1,3580.0,51,0,31,False
107,绿邦电子科技有限公司,0,0,2,13,1,2017,9,9,1,910.0,106,0,0,False
108,Zhou19930228,4,9,2,9,1,2017,10,10,1,3260.0,5,0,4,False
109,男人就得稳,17,11,2,93,1,2015,11,11,1,1380.0,112,0,0,False
111,秋裤大叔1,20,18,2,94,1,2015,4,4,1,5950.0,113,0,6,False
112,车大师HK,5,0,2,5,1,2017,10,10,1,4210.0,56,0,2,False
117,京温桃桃服饰,19,18,2,7,1,2017,3,3,1,4030.0,5,0,6,False
120,0小茳0,10,46,1,95,1,2016,7,7,1,3560.0,40,0,14,False
124,刚静龙,26,76,2,96,1,2014,8,8,1,2810.0,114,0,97,False
125,LOVELESSs,1,0,2,26,1,2017,9,9,1,2310.0,3,0,4,False
127,岸上有猫,2,5,2,27,1,2012,9,9,1,2820.0,76,0,7,False
