,user_id,follow_count,fans_count,gender,location,level,regis_year,regis_month,regis_day,properties,mileage,car_like,excellent_post_count,all_post_count,label
696,小白求教啊啊,4,11,2,78,1,2017,9,9,1,7040.0,42,0,5,False
699,温柔的小狼狼,4,15,2,16,1,2014,9,9,1,4580.0,187,0,33,False
701,有一个考拉滴滴滴,0,26,2,20,1,2016,8,8,1,5450.0,42,0,5,False
702,国产装甲车,2,1,2,20,1,2017,10,10,1,990.0,35,0,0,False
704,ni哥,29,6,2,31,1,2016,5,5,1,5690.0,188,0,5,False
705,玛丽莲猛撸233,11,9,2,14,2,2015,11,11,1,10840.0,28,0,18,False
706,洋葱炒二宝,1,0,2,9,1,2017,9,9,1,3260.0,122,0,3,False
707,洋葱炒二宝,1,0,2,9,1,2017,9,9,1,3260.0,122,0,3,False
708,啃煎饼的人,0,0,2,48,1,2017,9,9,1,1230.0,69,0,0,False
709,检阅进行曲,13,22,2,33,2,2014,12,12,1,8040.0,177,2,3,False
710,A毙C弟zhy,0,0,2,53,1,2017,3,3,1,650.0,134,0,0,False
711,罗家桥小李2012,0,5,2,133,1,2012,7,7,1,4200.0,143,0,4,False
712,X_不在,17,11,2,69,1,2017,8,8,1,6120.0,189,4,9,False
713,X_不在,17,11,2,69,1,2017,8,8,1,6120.0,189,4,9,False
714,corle1nt,0,1,2,156,1,2013,9,9,1,2550.0,77,0,0,False
715,ldj19940220,34,31,2,7,1,2015,11,11,1,6640.0,93,0,26,False
716,奔放的修女,0,0,2,20,1,2017,6,6,1,670.0,34,0,3,False
717,支付宝a,0,0,2,68,1,2017,1,1,1,1730.0,24,0,5,False
718,杨小姐吧唧,2,1,1,56,1,2016,5,5,1,660.0,35,0,0,False
719,子曦不语,1,2,2,37,1,2016,2,2,1,1780.0,105,0,14,False
720,伏尔甘的熔炉,0,0,2,5,1,2017,11,11,1,340.0,126,0,0,False
721,DuRay,1,0,2,6,1,2017,5,5,1,1730.0,123,0,7,False
722,Chu雄兄,4,1,2,15,1,2016,8,8,1,3110.0,35,0,0,False
723,启程启程,1,5,2,46,1,2016,7,7,1,3150.0,190,0,4,False
724,潜水4年冒个泡,9,5,2,64,1,2013,11,11,1,2080.0,80,0,0,False
725,凌凌漆201615,6,0,2,3,5,2017,3,3,1,82140.0,191,0,1,False
726,ragndros0805,6,6,2,5,1,2015,4,4,1,4770.0,192,0,0,False
727,绝对有可能K,17,14,2,153,1,2015,7,7,1,2190.0,193,0,12,False
729,龙霸天啊,1,3,2,24,1,2016,9,9,1,1440.0,35,0,7,False
731,Mecoteng,1,1,2,38,1,2017,1,1,1,2610.0,1,0,0,False
732,丑人乙,29,34,2,82,1,2009,2,2,1,6210.0,38,0,58,False
733,少爷_健,0,8,2,46,1,2014,12,12,1,2530.0,68,0,1,False
734,千里相寻,11,10,2,16,1,2017,3,3,1,2990.0,1,0,10,False
735,温柔超人追风筝,18,13,2,157,1,2014,8,8,1,1840.0,16,0,3,False
736,守护久久,10,15,2,21,1,2013,1,1,1,3190.0,107,0,23,False
737,cq的猪,1,0,2,5,1,2017,7,7,1,4260.0,52,0,0,False
738,我一直在找它,2,9,2,32,1,2015,12,12,1,2930.0,194,0,1,False
739,BG6KQI,7,1,2,158,1,2015,1,1,1,1210.0,195,0,7,False
740,GorelickKenny,3,7,2,38,2,2016,2,2,1,8300.0,196,0,2,False
741,七个龙东强,1,8,2,96,1,2014,8,8,1,2330.0,136,0,8,False
742,官人88,0,0,2,5,1,2017,1,1,1,550.0,147,0,0,False
743,arnoldzero,127,126,2,7,3,2010,2,2,1,21700.0,54,1,21,False
744,圊溺,0,1,2,21,1,2016,10,10,1,1950.0,47,0,0,False
745,未知de等待丶,0,1,2,57,1,2015,10,10,1,2280.0,81,0,1,False
746,西环吴彦祖,0,11,2,51,1,2016,7,7,1,4420.0,88,0,6,False
747,西环吴彦祖,0,11,2,51,1,2016,7,7,1,4420.0,88,0,6,False
748,八幡原,15,15,2,5,1,2013,6,6,1,1220.0,151,0,41,False
750,未知de等待丶,0,1,2,57,1,2015,10,10,1,2280.0,81,0,1,False
761,暗翼清风,17,18,2,5,3,2014,3,3,1,23190.0,121,9,92,False
762,起步从小凯开始,0,3,2,5,1,2016,1,1,1,2130.0,98,0,0,False
764,ninthfeet,1,2,2,159,1,2017,7,7,1,2060.0,197,0,2,False
765,ONL_TIME,3,6,2,38,1,2012,10,10,1,2950.0,134,0,33,False
766,刘讷讷,7,15,2,160,1,2017,8,8,1,1580.0,43,0,9,False
767,306701012,0,2,2,100,1,2017,3,3,1,2850.0,42,0,2,False
768,壹十肆,3,3,2,57,1,2017,8,8,1,4050.0,18,0,1,False
769,Blue57,4,3,2,161,1,2015,2,2,1,6130.0,198,0,4,False
770,玫瑰你在哪里啊,4,1,2,162,1,2017,7,7,1,3550.0,56,0,24,False
771,The________End,7,37,2,24,1,2014,7,7,1,3730.0,199,1,54,False
772,壹十肆,3,3,2,57,1,2017,8,8,1,4050.0,18,0,1,False
773,铁蛋汽车侠,3,3,2,163,1,2015,5,5,1,780.0,125,0,3,False
774,allrighteous,45,34,2,72,2,2014,5,5,1,9820.0,200,3,116,False
775,a3985660,8,4,2,164,1,2014,3,3,1,4280.0,201,0,0,False
776,allrighteous,45,34,2,72,2,2014,5,5,1,9820.0,200,3,116,False
777,土豪来到,0,0,2,15,1,2017,6,6,1,640.0,202,0,1,False
778,张亿犁0612,6,15,2,98,1,2016,9,9,1,800.0,31,0,30,False
779,allrighteous,45,34,2,72,2,2014,5,5,1,9820.0,200,3,116,False
780,zcddp,0,0,2,71,1,2017,10,10,1,1480.0,203,0,0,False
781,温暖和煦,2,2,2,122,1,2017,3,3,1,3140.0,3,0,0,False
783,疯z520,1,1,2,15,1,2016,10,10,1,3190.0,42,0,0,False
784,Evisu1,62,43,2,51,1,2014,6,6,1,1500.0,32,0,12,False
785,43233255YY,60,71,2,24,1,2014,6,6,1,3500.0,44,0,19,False
786,周子默,8,15,2,15,1,2017,5,5,1,1060.0,42,0,5,False
788,Evisu1,62,43,2,51,1,2014,6,6,1,1500.0,32,0,12,False
789,幼稚园杀手1314,0,6,2,51,1,2013,11,11,1,1950.0,1,0,0,False
790,Jade石,8,3,2,25,1,2015,10,10,1,3590.0,204,0,0,False
791,钱欢喜_,1,3,2,5,1,2017,9,9,1,2720.0,42,0,11,False
792,小艾踹科比,2,10,2,165,1,2013,9,9,1,3260.0,50,0,1,False
794,元银时,6,6,2,166,1,2017,10,10,1,3990.0,132,0,8,False
795,fifishf,23,48,2,9,3,2011,9,9,1,19150.0,42,1,51,False
796,伍鸽格,15,16,2,15,1,2015,6,6,1,3520.0,32,0,3,False
797,羊一只啊,4,9,2,5,1,2015,5,5,1,2420.0,18,0,0,False
798,飘移不用砣,0,0,2,56,1,2017,4,4,1,2460.0,205,0,0,False
799,fifishf,23,48,2,9,3,2011,9,9,1,19150.0,42,1,51,False
800,勿忘心安的世界黑粉,0,0,2,124,1,2017,9,9,1,590.0,137,0,0,False
802,完美主义者6,0,2,2,167,1,2017,1,1,1,1430.0,124,0,9,False
803,fifishf,23,48,2,9,3,2011,9,9,1,19150.0,42,1,51,False
806,Dean168,0,1,2,89,1,2017,10,10,1,330.0,148,0,0,False
807,MoYiHui,0,0,2,11,1,2017,9,9,1,1550.0,69,0,0,False
808,bus车手,3,3,2,48,1,2017,10,10,1,950.0,18,0,6,False
810,Maao77,0,0,2,88,1,2017,4,4,1,1050.0,18,0,6,False
811,微疯依旧,6,28,2,25,3,2014,9,9,1,28980.0,77,3,21,False
812,操控之上,2,1,2,19,1,2014,8,8,1,3440.0,153,0,4,False
813,43233255YY,60,71,2,24,1,2014,6,6,1,3500.0,44,0,19,False
814,lz213202,11,27,2,18,1,2014,6,6,1,2770.0,136,0,55,False
816,kahero033,17,17,2,3,1,2013,6,6,1,2100.0,206,0,31,False
818,Mr_SUPERHERO,51,27,2,26,1,2015,1,1,1,6770.0,42,0,1,False
820,多余的微笑笑,2,1,2,23,1,2017,10,10,1,4370.0,12,0,1,False
821,风中追风gz,0,0,2,7,1,2017,1,1,1,1440.0,42,0,0,False
822,Cash1234,32,22,2,38,1,2015,8,8,1,4100.0,207,0,3,False
823,saucyjack,6,27,2,38,2,2017,6,6,1,10360.0,42,0,8,False
825,hzcwl,2,2,2,91,1,2017,8,8,1,550.0,42,0,0,False
827,五山人民,0,0,2,4,1,2017,11,11,1,2140.0,12,0,0,False
828,自动挡小王子,1,1,2,61,1,2016,3,3,1,1320.0,208,0,0,False
829,黑色ss闪电,0,2,2,49,1,2016,1,1,2,1590.0,209,0,1,False
830,sdrr,0,4,2,53,1,2017,6,6,1,4580.0,42,0,8,False
831,勃艮第红我爱你,9,22,2,68,1,2016,2,2,1,3000.0,18,0,21,False
832,S帕帕斯塔索索普洛斯,0,0,2,168,1,2016,12,12,1,1480.0,79,0,0,False
833,Jj58698,0,0,2,169,1,2017,9,9,1,1210.0,15,0,0,False
834,王三麻子子,1,1,2,14,1,2017,5,5,1,4120.0,36,0,18,False
835,迷失黑夜的星星,3,2,2,11,1,2016,4,4,1,2360.0,210,0,1,False
836,小白求教啊啊,4,11,2,78,1,2017,9,9,1,7040.0,42,0,5,False
837,candycong,3,1,2,4,2,2017,8,8,1,10630.0,211,0,3,False
838,荣普橡塑,45,46,2,42,1,2011,9,9,1,3870.0,212,0,18,False
839,yi后de以后180,1,7,2,93,1,2016,5,5,1,1900.0,147,0,1,False
840,魔术王子童装,0,1,2,56,1,2017,8,8,1,1060.0,53,0,0,False
841,张逸清,0,0,2,133,1,2017,8,8,1,730.0,106,0,0,False
843,比金灿灿,5,5,2,5,1,2017,10,10,1,810.0,170,0,0,False
844,2015换车,36,49,2,5,2,2013,1,1,1,8670.0,77,0,115,False
845,疯狂的舌头33,0,0,2,101,1,2017,12,12,1,300.0,12,0,0,False
846,塞扣改逼,1,13,2,5,1,2017,11,11,1,240.0,118,0,6,False
847,Kim大井不加V,1,5,2,5,1,2015,4,4,1,2110.0,22,0,0,False
848,Dishman,0,0,2,13,1,2017,3,3,1,2610.0,213,0,1,False
849,我将我的一生献于汽车,1,1,2,14,1,2017,7,7,1,2280.0,47,0,2,False
850,Sunnynb,1,4,2,26,1,2018,6,6,2,760.0,164,0,0,False
851,TheSky一,8,23,2,22,1,2016,3,3,1,5560.0,47,0,4,False
852,Mr枫叶998,0,0,2,29,1,2017,3,3,1,3840.0,11,0,0,False
853,ban雪,1,0,2,128,1,2017,12,12,1,680.0,33,0,0,False
856,翻滚公海精简版,0,0,2,51,1,2016,11,11,1,1210.0,47,0,0,False
858,你们说叫什么比较好,3,0,2,128,1,2018,2,2,1,890.0,12,0,0,False
859,骚勇i,0,0,2,39,1,2018,4,4,1,1060.0,17,0,0,False
860,dmq415,17,17,2,108,1,2013,1,1,1,2610.0,132,0,17,False
864,是我疯,1,0,2,5,1,2017,8,8,1,1270.0,56,0,0,False
865,Hels1014,1,2,2,33,1,2018,4,4,1,620.0,128,0,1,False
866,我系超级大霞,3,9,1,15,1,2018,4,4,1,810.0,33,0,13,False
867,他在追她,0,1,2,37,1,2017,9,9,1,2850.0,15,0,0,False
868,猪肉隆,1,0,2,5,1,2017,8,8,1,2850.0,137,0,0,False
870,AliceRS7,5,14,2,137,1,2016,4,4,1,5250.0,118,0,2,False
871,独狼是我,8,6,2,68,1,2016,10,10,1,1690.0,105,0,2,False
872,遇见下一个自己丶,0,0,2,12,1,2018,3,3,1,440.0,214,0,0,False
873,来自河外行星的我,8,9,2,14,1,2015,3,3,2,3170.0,1,0,6,False
876,粤V66666,18,22,2,170,1,2015,5,5,1,4900.0,47,0,10,False
877,苏苏0313,0,0,2,20,1,2018,1,1,1,110.0,35,0,0,False
878,兰博鸡梨,9,10,2,9,1,2014,5,5,1,6880.0,18,0,13,False
882,宁静致远丶丶丶,0,2,2,26,1,2016,1,1,1,2380.0,14,0,0,False
883,新手777123,132,116,2,171,2,2013,12,12,1,8320.0,29,3,237,False
884,VPRO502,6,3,2,133,1,2017,4,4,1,2420.0,93,0,1,False
885,xiaokai251638638,7,5,2,149,1,2015,6,6,1,3870.0,50,0,0,False
886,希希希希希希希希希希,1,0,1,104,1,2017,11,11,1,320.0,94,0,0,False
888,DMC90001,1,0,2,22,1,2017,11,11,1,1690.0,3,0,1,False
891,Mr_Thursday,8,4,2,13,1,2017,9,9,1,2810.0,22,0,1,False
892,丢掉奶酪,21,19,2,126,1,2015,11,11,1,2600.0,47,0,3,False
895,zxc6092,90,58,2,50,1,2014,4,4,1,4680.0,115,0,18,False
896,Haitham,0,6,2,5,1,2017,5,5,1,7870.0,215,0,12,False
897,要改什么名字好,3,0,2,72,1,2017,6,6,1,1190.0,53,0,0,False
898,白日梦想家666,5,2,2,9,1,2017,4,4,1,1330.0,216,0,3,False
901,一位潘勘本┮们,5,7,2,5,1,2015,4,4,1,4660.0,1,0,2,False
905,升000000,0,0,2,5,1,2017,7,7,1,70.0,53,0,0,False
906,铛铛铛365,0,9,2,100,1,2016,3,3,1,1240.0,7,0,5,False
911,旧城x以西,15,2,2,19,1,2016,7,7,1,2750.0,217,0,0,False
913,我将我的一生献于汽车,1,1,2,14,1,2017,7,7,1,2280.0,47,0,2,False
915,别沫ykv,0,0,2,147,1,2018,6,6,1,280.0,35,0,0,False
916,浪荡不羁L,0,0,2,147,1,2018,1,1,1,640.0,47,0,0,False
917,qygm,6,38,2,28,1,2010,7,7,1,3730.0,134,0,2,False
918,后山人1983,187,153,2,5,4,2011,8,8,5,45500.0,47,3,30,False
919,后山人1983,187,153,2,5,4,2011,8,8,5,45500.0,47,3,30,False
921,后山人1983,187,153,2,5,4,2011,8,8,5,45500.0,47,3,30,False
922,Vitesse7,25,33,2,25,2,2014,7,7,1,10050.0,190,0,1,False
923,后山人1983,187,153,2,5,4,2011,8,8,5,45500.0,47,3,30,False
926,酒晚舞丶,0,1,2,107,1,2017,5,5,1,1070.0,197,0,0,False
927,BbFRer,0,0,2,5,1,2018,4,4,1,1350.0,12,0,0,False
928,光翟叫兽,1,0,2,24,1,2017,3,3,2,560.0,35,0,0,False
929,大琦很real,0,2,2,75,1,2017,10,10,1,1640.0,218,0,1,False
931,张张张张二神,2,0,2,53,1,2017,1,1,1,7370.0,18,0,0,False
932,一不小心66,1,0,2,9,1,2018,3,3,1,1240.0,56,0,0,False
933,毒药J_Karma,14,18,2,61,1,2017,4,4,1,6020.0,84,0,6,False
934,毒药J_Karma,14,18,2,61,1,2017,4,4,1,6020.0,84,0,6,False
935,小蹄花啊啊,1,12,2,20,2,2016,1,1,1,11010.0,42,0,0,False
937,时光飞过,16,8,2,35,1,2017,1,1,1,1310.0,11,0,2,False
939,就这么简单的啦,1,0,2,5,1,2018,1,1,1,1320.0,134,0,0,False
940,北京锄头,34,38,2,5,2,2015,1,1,1,14870.0,42,1,5,False
943,临宇山人,1,1,2,14,1,2017,8,8,1,2970.0,42,0,2,False
944,锦江同学,0,6,2,42,1,2016,12,12,1,6810.0,134,0,0,False
945,烟台岩石户外,4,4,2,46,1,2018,1,1,1,590.0,17,0,21,False
946,Monster190,1,0,2,172,1,2017,12,12,1,2800.0,105,0,0,False
947,540881962leo,0,3,2,16,1,2013,10,10,1,940.0,16,0,11,False
948,相信我来,1,1,2,173,1,2018,1,1,1,650.0,33,0,0,False
949,辉煌光还,3,2,2,39,1,2013,10,10,1,2840.0,152,0,4,False
950,与爱同航222,8,1,2,39,1,2017,12,12,1,520.0,91,0,0,False
951,不狂的爱,1,1,2,26,1,2015,2,2,1,4390.0,77,0,7,False
952,Zhangxixime,0,0,2,4,1,2017,11,11,1,650.0,219,0,0,False
954,六月黄小天,56,52,2,19,3,2014,11,11,1,30950.0,54,2,5,False
956,六月黄小天,56,52,2,19,3,2014,11,11,1,30950.0,54,2,5,False
958,xiaotian8,14,24,2,16,1,2013,9,9,1,5240.0,42,1,85,False
960,小脖子甜酒,0,0,2,11,1,2018,5,5,1,120.0,205,0,0,False
961,我是黄瓜大侠,16,20,2,20,1,2015,1,1,1,2520.0,18,0,27,False
962,未来前瞻设计,1,2,2,84,1,2012,8,8,1,4050.0,97,0,2,False
963,叶卡捷林娜,22,49,2,51,2,2014,2,2,1,10520.0,42,1,6,False
964,吴梓晨,47,47,2,174,1,2015,10,10,1,4910.0,42,0,20,False
965,Migraine,2,5,2,5,1,2013,10,10,1,3280.0,75,1,10,False
966,Kevin_hu2018,2,4,2,19,1,2018,4,4,1,390.0,3,0,1,False
967,NICEMUSIC,0,0,2,11,1,2018,4,4,1,1740.0,1,0,0,False
968,火辣辣小太阳,0,0,2,65,1,2017,4,4,1,5410.0,24,0,1,False
969,叶卡捷林娜,22,49,2,51,2,2014,2,2,1,10520.0,42,1,6,False
970,张先生5566,1,1,2,22,1,2014,5,5,1,2880.0,19,0,0,False
972,KENG111,0,1,2,22,1,2016,6,6,1,1060.0,18,0,0,False
975,TG丶,6,12,2,5,1,2015,7,7,1,1350.0,59,0,24,False
976,爱车速腾2013,0,4,2,108,1,2013,3,3,1,560.0,25,0,4,False
979,快乐男孩804,0,2,2,133,1,2015,5,5,1,5970.0,19,0,7,False
982,李友石666,1,0,2,32,1,2017,9,9,1,1220.0,109,0,0,False
983,小意意啊,4,1,2,5,1,2018,2,2,1,1210.0,128,0,0,False
985,南冠2016,5,5,2,94,1,2016,4,4,1,1370.0,7,0,1,False
987,吃翔的企鹅,6,14,2,53,1,2014,9,9,1,3320.0,42,0,22,False
988,wangxi880324,1,4,2,4,1,2014,12,12,1,1010.0,1,0,1,False
990,冉冉20171122,0,0,2,26,1,2016,12,12,1,2130.0,3,0,0,False
991,叼着大苏烟,7,43,2,21,1,2016,1,1,1,3040.0,220,0,45,False
992,狮沐葳,28,32,2,39,1,2011,2,2,1,2900.0,221,0,38,False
995,米娜yocoo,0,1,1,29,1,2018,1,1,1,370.0,33,0,0,False
996,郭公子2013,6,6,2,37,2,2013,2,2,1,11710.0,81,0,15,False
997,北野武影子,209,247,2,175,1,2009,2,2,1,3270.0,222,0,204,False
998,Messing0531,0,0,2,67,1,2017,9,9,1,2410.0,15,0,0,False
999,王者风k,0,0,2,51,1,2018,3,3,1,640.0,56,0,0,False
1000,Mr_SUPERHERO,51,27,2,26,1,2015,1,1,1,6770.0,42,0,1,False
1003,杨作鹏,0,0,2,35,1,2017,9,9,1,2110.0,17,0,0,False
1007,AyuBear,0,0,2,4,1,2017,1,1,1,2600.0,69,0,0,False
1008,A深圳市鑫福泰建材,0,0,2,5,1,2017,9,9,1,560.0,17,0,0,False
1011,年少轻狂如遇梦一场,2,4,2,107,1,2014,4,4,1,910.0,42,0,0,False
1012,嘻嘻我是猫猫呀,0,0,1,71,1,2018,1,1,1,410.0,42,0,0,False
1013,哩哩哩哩11,1,3,1,156,1,2016,2,2,1,1180.0,43,0,1,False
1014,rusz,9,7,2,22,2,2015,9,9,1,8020.0,42,0,1,False
1015,rusz,9,7,2,22,2,2015,9,9,1,8020.0,42,0,1,False
1016,忆翠万妙柏,14,10,2,51,1,2017,12,12,1,2780.0,136,0,12,False
1017,阿岳需要八块腹肌,8,8,2,133,1,2016,12,12,1,2890.0,101,0,0,False
1018,黑马系列,13,53,2,176,1,2014,6,6,1,7450.0,223,0,33,False
1020,leo猛,0,1,2,22,1,2016,2,2,1,2010.0,54,0,1,False
1021,arnoldzero,127,126,2,7,3,2010,2,2,1,21700.0,54,1,21,False
1024,张阿笨,94,183,2,15,1,2012,4,4,1,5470.0,13,3,179,False
1025,自由途锐,46,39,2,5,3,2011,9,9,1,20250.0,150,5,94,False
1027,诚实可靠美少年lh,2,0,2,14,1,2017,12,12,1,1080.0,69,0,0,False
1030,张阿笨,94,183,2,15,1,2012,4,4,1,5470.0,13,3,179,False
1033,路过的过客11,12,7,2,93,1,2014,5,5,1,6750.0,78,0,28,False
1034,Ys杭州小俞,48,32,2,13,1,2015,2,2,1,2150.0,51,0,3,False
1035,大大大头宝儿,7,2,2,14,1,2017,9,9,1,2080.0,36,0,2,False
1036,gongxiansheng5758,2,20,2,5,1,2016,11,11,1,1770.0,134,0,4,False
1037,二环十六少,0,0,2,37,1,2018,1,1,1,3150.0,224,0,0,False
1038,美系车哈哈,189,122,2,16,2,2016,12,12,1,11390.0,20,2,57,False
1039,代鑫911,0,3,2,7,1,2018,1,1,1,850.0,56,0,1,False
1040,xindeche,8,10,2,32,2,2017,5,5,1,10070.0,42,0,7,False
1042,MayWang0303,0,0,2,136,1,2018,6,6,1,120.0,17,0,0,False
1043,托z木,0,0,2,19,1,2018,3,3,1,180.0,28,0,0,False
1044,万水千山陪你看,1,2,2,177,1,2018,1,1,1,2280.0,94,0,1,False
1045,吴季杰,1,2,2,25,1,2017,12,12,1,1130.0,7,0,2,False
1046,梅西FCB,4,7,2,59,2,2015,6,6,1,8490.0,42,0,1,False
1047,九把剑,3,1,2,117,1,2017,8,8,1,4430.0,53,0,3,False
1050,凝望夏天的风,3,3,1,11,1,2018,3,3,1,630.0,28,0,0,False
1051,anzhe8848,1,1,2,64,1,2015,10,10,1,3900.0,7,0,2,False
1052,anzhe8848,1,1,2,64,1,2015,10,10,1,3900.0,7,0,2,False
1054,warmman啊啊啊,6,1,2,178,1,2018,2,2,1,3810.0,17,0,0,False
1055,snapsq001,3,7,2,23,1,2016,6,6,1,1500.0,134,0,3,False
1056,梅西FCB,4,7,2,59,2,2015,6,6,1,8490.0,42,0,1,False
1057,镇南大侠,2,0,2,62,1,2017,11,11,1,2320.0,104,0,0,False
1058,T头,69,34,2,12,1,2016,7,7,1,2360.0,50,0,0,False
1059,骑着毛驴赶奔驰,0,4,2,62,1,2014,12,12,1,3770.0,225,0,0,False
1067,河南兆宏置业,1,1,2,51,1,2016,10,10,1,2330.0,42,0,0,False
1068,走你_加勒比,8,2,2,5,1,2018,1,1,1,3920.0,42,0,1,False
1069,远菡,3,8,2,13,1,2016,12,12,1,3300.0,42,0,11,False
1070,小永哥999,38,33,2,13,2,2014,8,8,1,8990.0,87,0,17,False
1071,远菡,3,8,2,13,1,2016,12,12,1,3300.0,42,0,11,False
1072,自由途锐,46,39,2,5,3,2011,9,9,1,20250.0,150,5,94,False
1073,小永哥999,38,33,2,13,2,2014,8,8,1,8990.0,87,0,17,False
1075,雅阁200,21,18,2,7,2,2014,6,6,1,11980.0,77,1,4,False
1076,鸿美朗雅,0,1,2,69,1,2017,8,8,1,1710.0,36,0,0,False
1078,AAA小师弟,0,0,2,133,1,2017,4,4,1,1470.0,226,0,0,False
1080,飞鸿之声,1,2,2,51,1,2016,6,6,1,2810.0,87,0,0,False
1082,RIECS,0,0,2,5,1,2017,5,5,1,610.0,118,0,0,False
1083,诺坎普奇迹,0,0,2,13,1,2017,9,9,2,730.0,81,0,0,False
1084,Shaofu_Wang,13,19,2,60,1,2016,2,2,1,3620.0,58,0,2,False
1087,泷少哥哥,2,34,2,179,1,2014,12,12,1,5620.0,194,0,11,False
1088,童话缺个角,0,3,2,5,1,2016,7,7,1,550.0,227,0,0,False
1089,邓翰宗,5,6,2,62,1,2015,8,8,1,6510.0,11,0,1,False
1090,Ferrari20150816,14,3,2,164,2,2015,8,8,1,8080.0,13,0,0,False
1091,小衫配大貂_,4,17,2,180,1,2016,7,7,1,700.0,58,0,9,False
1092,yuanyuan598,1,3,2,13,1,2016,7,7,1,550.0,119,0,0,False
1094,FRANK吴,0,17,2,181,2,2013,5,5,1,12220.0,228,1,1,False
1095,asdfghjiy,2,2,2,75,1,2015,10,10,1,1120.0,136,0,0,False
1096,白天不懂夜de黑_,0,4,2,53,1,2014,12,12,1,2740.0,229,0,0,False
1097,时生1,44,62,2,15,2,2014,9,9,1,10500.0,64,1,20,False
1098,不令儿,30,8,2,5,1,2016,5,5,1,1340.0,223,0,0,False
1099,D调的搬砖工,67,154,2,63,1,2013,7,7,1,7530.0,58,1,6,False
1100,奥巴千里马,18,27,2,82,1,2015,2,2,1,1790.0,16,0,32,False
1101,梦想有辆奔,3,0,2,26,1,2017,2,2,1,630.0,54,0,0,False
1102,你导我就演1,1,1,2,4,1,2017,2,2,1,700.0,79,0,0,False
1103,宛德华,12,7,2,182,1,2016,2,2,1,6510.0,5,0,7,False
1104,浩然正气o0,1,1,2,104,1,2016,12,12,1,960.0,46,0,0,False
1107,MisterCai123,1,1,2,158,1,2016,12,12,1,910.0,25,0,4,False
1108,真正的老板小田,0,1,2,11,1,2015,10,10,1,550.0,41,0,0,False
1109,Afaso,16,21,2,17,1,2016,8,8,1,3710.0,58,0,2,False
1110,Afaso,16,21,2,17,1,2016,8,8,1,3710.0,58,0,2,False
1112,Alanberff,2,6,1,26,1,2016,10,10,1,1150.0,58,0,4,False
1113,独爱捷豹9,0,1,2,84,1,2018,3,3,1,560.0,58,0,0,False
1114,科克塞克,8,4,2,183,1,2015,3,3,1,1390.0,1,0,0,False
1115,北疆雄风,0,1,2,17,1,2015,7,7,2,4190.0,230,0,1,False
1116,蹬三轮兜风,15,8,2,133,1,2016,8,8,1,1320.0,5,0,6,False
1117,眼神cc,7,19,2,105,1,2016,7,7,1,2390.0,231,0,16,False
1118,怂态,27,24,1,32,1,2016,5,5,1,1250.0,0,0,27,False
1119,hu5482925,0,0,2,111,1,2018,5,5,1,170.0,92,0,0,False
1120,不愿将就azz,2,15,2,51,3,2016,4,4,1,18470.0,58,0,1,False
1121,大黑猫1314,1,0,1,184,1,2017,1,1,1,1110.0,134,0,0,False
1122,a91939,3,1,2,118,1,2016,3,3,1,2710.0,19,0,0,False
1123,小阿东93,5,21,2,64,1,2013,12,12,1,3550.0,58,0,35,False
1126,渐行渐远阿,7,2,2,164,1,2017,5,5,1,6850.0,43,0,0,False
1128,马信件,1,0,2,185,1,2017,8,8,1,1550.0,157,0,1,False
1129,怂态,27,24,1,32,1,2016,5,5,1,1250.0,0,0,27,False
1133,再见时光28567,130,213,1,51,1,2011,1,1,1,7590.0,18,2,169,False
1134,不愿将就azz,2,15,2,51,3,2016,4,4,1,18470.0,58,0,1,False
1136,燃情岁月1997,13,14,2,98,1,2015,6,6,1,1730.0,232,0,2,False
1137,丨Safia,0,0,2,186,1,2017,6,6,1,660.0,24,0,0,False
1138,爱车1988511,3,3,2,187,1,2015,8,8,1,950.0,1,0,0,False
1139,捷而不同,21,23,2,16,2,2016,10,10,1,11640.0,63,0,1,False
1140,百无一用是深情丶丶,0,0,2,5,1,2017,6,6,1,1050.0,147,0,1,False
1141,Soudainementi,0,0,2,41,1,2017,4,4,1,1930.0,24,0,0,False
1142,捷而不同,21,23,2,16,2,2016,10,10,1,11640.0,63,0,1,False
1143,Brave_Tiger,0,1,2,84,1,2016,3,3,1,1140.0,89,0,0,False
1144,Eco_Boost,3,10,2,32,1,2014,5,5,1,6020.0,81,0,2,False
1145,苏州铜材,0,2,2,38,1,2014,7,7,1,1030.0,11,0,0,False
1147,车迷19910723,14,17,2,188,1,2012,9,9,1,600.0,59,0,2,False
1148,a18832805333,3,11,2,177,1,2016,1,1,1,550.0,25,0,4,False
1149,account771,16,10,1,5,5,2015,10,10,1,137840.0,233,0,9,False
1151,少儿郎,0,0,2,32,1,2017,3,3,1,700.0,18,0,0,False
1152,诗酒趁年少i,0,0,2,189,1,2016,10,10,1,1020.0,169,0,0,False
1153,SK棋行天下,10,17,2,48,1,2016,12,12,1,2680.0,208,0,25,False
1154,SK棋行天下,10,17,2,48,1,2016,12,12,1,2680.0,208,0,25,False
1155,SK棋行天下,10,17,2,48,1,2016,12,12,1,2680.0,208,0,25,False
1156,玄武湖浪里小白龙,3,5,2,13,1,2016,1,1,1,680.0,13,0,0,False
1157,达格尼,10,38,2,190,2,2016,2,2,1,8950.0,77,2,37,False
1158,我是你的大鹏哥,11,18,2,48,1,2012,1,1,1,6780.0,75,0,23,False
